id,country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner,variety,status,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,overall,defects,total_cup_points,moisture_percentage,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,country,altitude_ft_flag,elevation_band,quality_tier
160,Mexico,Las Trincheras,"The 2022 Pacific Rim Coffee Summit,MX01",Las Trincheras,,Taiwan Coffee Laboratory,1340.0,Americas,Jose Cienfuegos,10,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"November 15th, 2022",Full Sweet Coffee,Pacamara,Completed,Washed / Wet,7.67,7.42,7.5,7.5,7.67,7.42,10.0,10.0,10.0,7.33,0.0,82.5,10.7,0,0,pale yellow,0,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Mexico,False,medium,specialty
161,Honduras,La Cuchilla,185,CIGRAH,13-111-057,Mercon Honduras,1368.0,Americas,Fausto Nahun Maldonado,345,30 kg,Instituto Hondureño del Café,2021 / 2022,"May 23rd, 2022",Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.58,7.58,7.33,7.5,7.58,7.42,10.0,10.0,10.0,7.5,0.0,82.5,10.6,0,0,green,8,"May 23rd, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,Honduras,False,medium,specialty
162,Taiwan,弘欣咖啡園,A02-Northern Taiwan Specialty Coffee Evaluation,弘欣咖啡園,,Taiwu Coffee Cooperative,139.0,Asia-Pacific,胡明杰,1,200 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Washed / Wet,7.42,7.42,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.58,0.0,82.5,8.4,0,0,green,2,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
163,Nicaragua,Finca Aurora,1,Beneficio Seco Finca Aurora,,Mr.Brown Cafe,1275.0,Americas,Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"December 30th, 2022",MR.BROWN CAFE,Caturra-Catuai,Completed,Washed / Wet,7.58,7.58,7.42,7.42,7.5,7.5,10.0,10.0,10.0,7.42,0.0,82.42,11.4,0,0,bluish-green,0,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Nicaragua,False,medium,specialty
164,Vietnam,Apollo Estate,Apollo Washed 2021,Dry Mill,,"Sunvirtue Co., Ltd.",1040.0,Asia-Pacific,"Yeh,Li Chuan",77,15 kg,Specialty Coffee Association,2021,"June 1st, 2022","Sunvirtue Co., Ltd.",Catimor,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.58,0.0,82.33,10.5,0,0,bluish-green,0,"June 1st, 2023",Specialty Coffee Association,*CURRENTLY NOT ACCEPTING SAMPLES**,Brit Amell (CQI) - bamell@coffeeinstitute.org -,Vietnam,False,low,specialty
165,El Salvador,Agua Caliente,1-26,Agua Caliente,9-392-35,Consejo Salvadoreño del Café,1200.0,Americas,"J.J. Borja Nathan, S.A.",600,30 kg,Salvadoran Coffee Council,2022 / 2023,"February 21st, 2023",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.5,7.5,7.42,7.42,7.42,7.67,10.0,10.0,10.0,7.42,0.0,82.33,12.0,0,7,green,10,"February 21st, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,El Salvador,False,low,specialty
166,El Salvador,Agua Caliente,1-74,Agua Caliente,09-392-144,Consejo Salvadoreño del Café,1200.0,Americas,"J.J. Borja Nathan, S.A.",275,69 kg,Salvadoran Coffee Council,2021 / 2022,"July 7th, 2022",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.33,7.67,7.25,7.67,7.83,7.42,10.0,10.0,10.0,7.17,0.0,82.33,11.8,0,0,bluish-green,0,"July 7th, 2023",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,El Salvador,False,low,specialty
167,Taiwan,寶山謐靚,A48-Northern Taiwan Specialty Coffee Evaluation,寶山謐靚,,Taiwu Coffee Cooperative,140.0,Asia-Pacific,宋煦仁,1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Natural / Dry,7.67,7.58,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.33,10.8,0,0,green,1,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
168,Peru,Fundo La Libertado,PR138,Planta Callao,,Itochu Corporation,1600.0,Americas,Sand Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,"July 11th, 2022",Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.67,7.5,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.25,11.7,0,1,greenish,3,"July 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Peru,False,medium,specialty
169,United States (Hawaii),Manny's Farm,Islander’s Coffee for Pacific Rim Summit,Manny's Farm,,Taiwan Coffee Laboratory,1200.0,Americas,Manny Ochoa,3,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"November 9th, 2022",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.75,7.42,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.33,0.0,82.17,10.6,1,0,green,5,"November 9th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",United States (Hawaii),False,low,specialty
170,Kenya,Kenyan Highlands,CQU2023004,TAYLOR WINCH,,Coffee Quality Union,1725.0,Africa,Slelected small holder,13,5 kg,Japan Coffee Exchange,2022,"April 7th, 2023",Coffee Quality Union,"SL28,SL34,Ruiru11",Completed,Washed / Wet,7.5,7.5,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,0.0,82.17,11.2,0,0,green,2,"April 6th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Kenya,False,high,specialty
171,Honduras,La Cuchilla,184,CIGRAH,13-111-056,Mercon Honduras,1368.0,Americas,Fausto Nahun Maldonado,125,69 kg,Instituto Hondureño del Café,2021 / 2022,"May 23rd, 2022",Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.67,7.5,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.42,0.0,82.17,10.6,0,0,green,8,"May 23rd, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,Honduras,False,medium,specialty
172,Taiwan,金暖農場,A43-Northern Taiwan Specialty Coffee Evaluation,金暖農場,,Taiwu Coffee Cooperative,600.0,Asia-Pacific,何育達,1,3 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Washed / Wet,7.5,7.67,7.33,7.5,7.25,7.33,10.0,10.0,10.0,7.5,0.0,82.08,9.7,0,0,bluish-green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
173,Taiwan,好客農埸,A34-Northern Taiwan Specialty Coffee Evaluation,好客農埸,,Taiwu Coffee Cooperative,460.0,Asia-Pacific,彭聰明,1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.42,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.08,8.1,0,0,greenish,3,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
174,Taiwan,拉拉山祖嵐咖啡莊園,A50-Northern Taiwan Specialty Coffee Evaluation,拉拉山祖嵐咖啡莊園,,Taiwu Coffee Cooperative,500.0,Asia-Pacific,宗素霞,1,20 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Washed / Wet,7.5,7.58,7.42,7.42,7.25,7.42,10.0,10.0,10.0,7.42,0.0,82.0,8.2,0,0,green,1,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
175,Thailand,Doi Tung Development Project,MIXED DT 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1000.0,Asia-Pacific,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.17,7.5,7.42,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.0,82.0,9.8,0,0,green,0,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Thailand,False,low,specialty
176,Costa Rica,San Diego Mill,S019194 - P04178,Dosmil,5-0015-0228,Beneficios Volcafé Costa Rica,1500.0,Americas,San Diego Mill,500,30 kg,Specialty Coffee Association of Costa Rica,2018 / 2019,"March 29th, 2023",Volcafe Japan,Caturra,Completed,Washed / Wet,7.42,7.42,7.42,7.33,7.58,7.33,10.0,10.0,10.0,7.5,0.0,82.0,10.5,1,2,green,8,"March 28th, 2024",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,Costa Rica,False,medium,specialty
177,Guatemala,Not Specificated,SA4238,Dry Mill of Exportcafe,#327,Marubeni Corporation,1450.0,Americas,"Exportcafe, S.A.",275,69 kg,Japan Coffee Exchange,2021 / 2022,"November 28th, 2022",Ikuto Uehara,,Completed,Washed / Wet,7.42,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,0.0,82.0,11.5,0,1,blue-green,2,"November 28th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Guatemala,False,medium,specialty
178,Indonesia,Wahana Graha Makmur,015/1686/057,PT. Wahana Graha Makmur Medan,,InterAmerican Coffee,1350.0,Asia-Pacific,PT. Wahana Graha Makmur Group,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,"August 22nd, 2022",Charles Umeano,,Completed,Pulped natural / honey,7.67,7.33,7.25,7.67,7.42,7.25,10.0,10.0,10.0,7.42,0.0,82.0,12.5,0,0,bluish-green,0,"August 22nd, 2023",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,Indonesia,False,medium,specialty
179,Peru,Fundo La Libertad,301R,Planta Callao,301R,Itochu Corporation,1600.0,Americas,Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,"July 11th, 2022",Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,81.92,11.6,0,2,greenish,2,"July 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Peru,False,medium,specialty
180,Guatemala,MULTIPLE SMALLHOLDER FARMS,GF-23392,MULTIPLE SMALLHOLDER FARMS,11/15/179,"HARU International Corp, 守成咖啡",1200.0,Americas,La Minita,540,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"November 3rd, 2022",Anderson Wong,Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.42,7.58,7.42,10.0,10.0,10.0,7.42,0.0,81.92,10.3,0,0,greenish,1,"November 3rd, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Guatemala,False,low,specialty
181,Taiwan,阿拉思家,A10-Northern Taiwan Specialty Coffee Evaluation,阿拉思家,,Taiwu Coffee Cooperative,300.0,Asia-Pacific,李秀圓,1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.25,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.83,11.3,0,0,green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
182,Vietnam,Gaia Farms,221221,Hulling Facility,,Brew Baby Coffee Company,1645.92,Asia-Pacific,Viet Coffee Company Limited,1,1 kg,Firedancer Coffee Consultants,2022 / 2023,"April 10th, 2023",Rodney Murray,Catimor,Completed,Pulped natural / honey,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.33,0.0,81.83,11.2,0,0,green,4,"April 9th, 2024",Firedancer Coffee Consultants,"165 Commerce Drive, Ste 103",Firedancer Coffee Consultants -,Vietnam,True,high,specialty
183,Brazil,Sitio Colinas,CQU2023007,COCARIVE,,Coffee Quality Union,1000.0,Americas,Luis Flavio Pereira de Castro,14,5 kg,Japan Coffee Exchange,2022,"April 7th, 2023",Coffee Quality Union,Yellow Catuai,Completed,Pulped natural / honey,7.5,7.5,7.42,7.33,7.33,7.33,10.0,10.0,10.0,7.42,0.0,81.83,11.3,0,0,pale yellow,2,"April 6th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Brazil,False,low,specialty
184,Brazil,Fazenda Olhos Dagua,1,Owned by producer,,Mr.Brown Cafe,950.0,Americas,Paulo Enidio Crabi,325,59 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,Catucai,Completed,Natural / Dry,7.42,7.5,7.58,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.0,81.75,11.1,0,0,yellow-green,0,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Brazil,False,low,specialty
185,Colombia,More than one,1,Trilladora CCA Buga,,Mr.Brown Cafe,1574.0,Americas,More than one,275,70 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,Santander,Completed,Washed / Wet,7.33,7.5,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.33,0.0,81.75,11.2,0,0,yellow-green,0,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Colombia,False,medium,specialty
186,Mexico,Finca San José,002,"Coatepec, Veracruz",3093,La Villa Coffee Company LLC,1200.0,Americas,José Gerardo Gutierrez Morales,32,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"August 11th, 2022",Alvin La Vaughn Landry,Typica,Completed,Washed / Wet,7.58,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.0,81.67,11.8,2,0,green,2,"August 11th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,Mexico,False,low,specialty
187,Costa Rica,HACIENDA SAN IGNACIO,OIC 5-019-0037/ Contenedor: DRYU3106597 / Cliente: O COFFEE,Beneficio La Giorgia,,Grupo ECOM,1200.0,Americas,FJO ORLICH HNO LTDA,100,69 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,"March 29th, 2023",Ruddy Azofeifa,Caturra,Completed,Washed / Wet,7.33,7.42,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.42,0.0,81.58,9.7,0,2,green,4,"March 28th, 2024",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,Costa Rica,False,low,specialty
188,Taiwan,橫鹿,A46-Northern Taiwan Specialty Coffee Evaluation,橫鹿,,Taiwu Coffee Cooperative,300.0,Asia-Pacific,呂星輝,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.42,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.33,0.0,81.58,9.0,0,0,yellow-green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
189,Taiwan,大屯29莊園,A38-Northern Taiwan Specialty Coffee Evaluation,大屯29莊園,,Taiwu Coffee Cooperative,435.0,Asia-Pacific,侯奕瑋,1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.5,7.42,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.0,81.5,8.5,0,0,green,0,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Taiwan,False,low,specialty
190,Thailand,Doi Tung Development Project,JAVA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1400.0,Asia-Pacific,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Java,Completed,Washed / Wet,7.33,7.42,7.25,7.33,7.5,7.42,10.0,10.0,10.0,7.17,0.0,81.42,11.6,2,0,green,1,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Thailand,False,medium,specialty
191,Thailand,Doi Lan,"The 2022 Pacific Rim Coffee Summit,TH07",Miramar Coffee,,Taiwan Coffee Laboratory,1400.0,Asia-Pacific,Prakol Saelee,5,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"November 15th, 2022",Full Sweet Coffee,Typica Bourbon Caturra Catimor,Completed,Natural / Dry,7.42,7.25,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,0.0,81.33,10.5,0,0,yellowish,5,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Thailand,False,medium,specialty
192,Thailand,Doi Tung Development Project,MIXED 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,700.0,Asia-Pacific,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.25,7.25,7.42,7.25,7.42,7.42,10.0,10.0,10.0,7.17,0.0,81.17,10.4,0,0,green,0,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Thailand,False,low,specialty
193,Colombia,Escalera,CQU2022019,Escalera,,Coffee Quality Union,1550.0,Americas,Escalera,1,30 kg,Japan Coffee Exchange,2021 / 2022,"December 22nd, 2022",Coffee Quality Union,"Caturra,Colombia,Castillo",Completed,Washed / Wet,7.42,7.25,7.25,7.42,7.17,7.33,10.0,10.0,10.0,7.33,0.0,81.17,11.4,0,2,greenish,2,"December 22nd, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Colombia,False,medium,specialty
194,Brazil,Various farm,0038,Dry Mill of Cocapil,002/1738/0038,Marubeni Corporation,1200.0,Americas,Cocapil,440,60 kg,Japan Coffee Exchange,2022 / 2023,"April 17th, 2023",Ikuto Uehara,,Completed,Natural / Dry,7.42,7.42,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.25,0.0,81.0,10.6,0,2,greenish,1,"April 16th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Brazil,False,low,specialty
195,El Salvador,"Rosario de Maria II, Area de Loma Alta",0623C01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1400.0,Americas,Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Bourbon,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.08,7.0,10.0,10.0,10.0,7.17,0.0,80.83,10.5,0,8,bluish-green,7,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,El Salvador,False,medium,specialty
196,Nicaragua,EXPORTADORA ATLANTIC S.A,017/053/0603,Lavado,,ISHIMITSU,1100.0,Americas,Varios Productores,275,69 kg,Japan Coffee Exchange,2021,"July 11th, 2022",丸山花織,Caturra,Completed,Washed / Wet,7.25,7.25,7.17,7.33,7.08,7.25,10.0,10.0,10.0,7.17,0.0,80.5,11.5,0,1,greenish,3,"July 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Nicaragua,False,low,specialty
197,Nicaragua,Sajonia Estate Coffee S.A.,1,Sajonia Estate Coffee S.A.,017/411,SAJONIA ESTATE COFFEE S.A.,1000.0,Americas,Sajonia Estate Coffee S.A.,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,"April 20th, 2023",SAJONIA ESTATE COFFEE S.A.,Sarchimor,Completed,Washed / Wet,7.42,7.17,7.0,7.08,7.42,7.17,10.0,10.0,10.0,7.17,0.0,80.42,11.2,0,0,green,5,"April 19th, 2024",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,Nicaragua,False,low,specialty
198,Colombia,Finca Mallorca,CQU2023001,Finca Mallorca,,Coffee Quality Union,1600.0,Americas,Finca Mallorca,3,10 kg,Japan Coffee Exchange,2022,"March 6th, 2023",Coffee Quality Union,"Castillo,Caturra,Bourbon",Completed,Washed / Wet,7.25,7.25,7.17,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.0,80.42,11.0,0,3,greenish,3,"March 5th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Colombia,False,medium,specialty
199,Peru,Fundo La Libertad,PR137,Callao Plant,,Itochu Corporation,1600.0,Americas,Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,"June 10th, 2022",Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.25,7.17,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.0,80.33,11.8,0,6,greenish,11,"June 10th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Peru,False,medium,specialty
200,El Salvador,"Rosario de Maria II, Area de Menjivar",0523B01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1300.0,Americas,Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Pacas,Completed,Natural / Dry,7.08,7.25,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,0.0,80.33,11.5,0,10,bluish-green,7,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,El Salvador,False,medium,specialty
